name,record,height,weight,reach,stance,dob,slpm,str_ acc__%,sapm,str_ def_%,td avg.,td acc__%,td def__%,sub. avg.,cluster
Danny Castillo,Record: 17-10-0,175.26,70.31,180.34,Orthodox,"Aug 25, 1979",2.57,42,1.96,62,2.95,38,63,0.2,2
Hayder Hassan,Record: 6-3-0,177.8,77.11,182.24,Orthodox,"Oct 20, 1982",2.11,46,3.16,48,0.0,0,25,0.0,1
Marcio Alexandre Junior,Record: 17-4-0,182.88,83.91,190.5,Unorthodox,"May 05, 1989",1.61,45,2.89,42,0.35,20,66,0.7,1
Marcin Wrzosek,Record: 12-4-0,175.26,70.31,179.55,Orthodox,"Oct 14, 1987",3.47,43,4.07,43,3.0,25,33,0.0,2
Konstantin Erokhin,Record: 9-3-0,180.34,104.33,184.92,Orthodox,"Jan 31, 1983",1.07,36,1.83,47,0.0,0,70,0.0,1
Mike Pierce,Record: 17-7-0,172.72,77.11,180.34,Orthodox,"Sep 01, 1980",2.62,42,2.36,62,3.08,42,71,0.2,2
Abner Lloveras,Record: 20-9-1,180.34,70.31,184.92,Orthodox,"Sep 04, 1982",6.27,49,6.87,43,2.0,20,0,0.0,4
John Howard,Record: 24-13-0,170.18,77.11,182.88,Orthodox,"Mar 01, 1983",2.15,50,3.08,51,2.7,49,53,0.4,2
Andreas Stahl,Record: 10-4-0,180.34,77.11,184.92,Orthodox,"May 20, 1988",2.83,37,4.74,57,1.55,66,80,0.0,2
Emily Kagan,Record: 3-3-0,160.02,52.16,163.44,Orthodox,"Jul 14, 1981",2.6,36,5.29,38,1.86,14,50,0.0,1
Benson Henderson,Record: 24-7-0,175.26,77.11,177.8,Unorthodox,"Nov 16, 1983",2.93,45,1.79,63,2.4,45,63,0.8,2
Yoshihiro Akiyama,Record: 14-6-0 (2 NC),177.8,77.11,190.5,Orthodox,"Jul 29, 1975",3.1,41,3.62,57,2.29,67,92,1.0,2
Dongi Yang,Record: 13-3-0,177.8,83.91,185.42,Unorthodox,"Dec 07, 1984",3.55,51,3.21,63,1.7,41,61,0.5,2
Yui Chul Nam,Record: 18-8-1,175.26,65.77,179.55,Orthodox,"Jul 16, 1981",3.53,51,2.0,48,1.33,16,57,0.3,4
Leo Kuntz,Record: 18-4-1,177.8,70.31,182.24,Orthodox,"Oct 03, 1983",1.68,32,3.8,45,1.99,25,33,0.7,1
Scott Jorgensen,Record: 15-12-0,165.1,61.23,167.64,Orthodox,"Sep 17, 1982",3.37,40,3.41,65,2.61,45,59,0.7,2
Vernon Ramos Ho,Record: 3-1-0,167.64,77.11,171.5,Orthodox,"Jun 03, 1992",4.0,25,8.0,55,0.0,0,0,0.0,1
Valmir Lazaro,Record: 15-5-0,182.88,70.31,185.42,Orthodox,"Aug 15, 1985",4.87,37,4.09,61,1.33,40,96,0.0,4
Akbarh Arreola,Record: 23-11-1,177.8,70.31,180.34,Unorthodox,"Jan 14, 1983",2.32,45,4.01,56,1.07,100,33,0.4,2
Anthony Perosh,Record: 15-10-0,190.5,92.99,190.5,Orthodox,"Oct 05, 1972",2.27,43,3.77,53,2.03,22,33,1.1,1
Danny Martinez,Record: 21-8-0,167.64,56.7,170.18,Orthodox,"Jun 14, 1985",2.73,28,3.77,63,3.0,45,36,0.0,2
Richie Vaculik,Record: 10-4-0,167.64,56.7,175.26,Orthodox,"Jun 19, 1983",3.69,46,4.09,57,3.0,45,31,1.0,2
Steve Montgomery,Record: 9-5-0,193.04,83.91,198.34,Unorthodox,"Dec 19, 1990",4.85,39,4.12,47,0.0,0,64,0.0,4
Steve Kennedy,Record: 24-8-0,180.34,77.11,184.92,Orthodox,"Mar 07, 1983",2.28,35,5.52,45,2.51,33,0,0.0,1
Piotr Hallmann,Record: 18-6-0,175.26,70.31,180.34,Orthodox,"Aug 25, 1987",3.98,45,3.17,58,2.55,44,70,0.4,2
Fabio Maldonado,Record: 23-11-0,185.42,92.99,190.5,Orthodox,"Mar 17, 1980",5.29,58,4.31,53,0.44,57,61,0.6,4
Edimilson Souza,Record: 15-5-0,182.88,65.77,187.96,Orthodox,"Oct 17, 1984",4.65,44,2.91,58,0.0,0,50,0.0,4
Gasan Umalatov,Record: 17-4-2,180.34,77.11,180.34,Orthodox,"Sep 11, 1982",2.23,39,4.1,59,0.75,17,90,0.0,4
Bruno Korea,Record: 7-3-0,167.64,61.23,165.1,Orthodox,"Jun 28, 1991",2.12,34,3.96,42,0.0,0,25,0.0,1
Paddy Holohan,Record: 12-2-1,177.8,56.7,175.26,Orthodox,"May 03, 1988",2.13,46,2.81,46,2.88,47,71,1.3,2
Jon Delos Reyes,Record: 8-5-0,167.64,56.7,170.18,Orthodox,"Aug 19, 1987",2.99,38,4.14,51,3.2,83,55,1.9,2
Mickael Lebout,Record: 16-7-1 (1 NC),180.34,70.31,185.42,Orthodox,"Aug 16, 1987",2.6,34,2.98,54,0.0,0,60,0.0,1
Aisling Daly,Record: 16-6-0,157.48,52.16,162.56,Orthodox,"Dec 24, 1987",2.92,52,1.4,55,2.15,41,33,0.9,2
Ericka Almeida,Record: 7-3-0,167.64,52.16,171.5,Orthodox,"Mar 05, 1989",1.07,39,3.33,43,0.5,33,37,0.0,1
Cathal Pendred,Record: 17-4-1,185.42,77.11,190.5,Orthodox,"Sep 02, 1987",2.49,44,3.01,55,2.46,23,83,0.4,2
Bubba Bush,Record: 8-3-0 (1 NC),182.88,83.91,187.6,Orthodox,"Jul 24, 1985",0.63,55,7.01,25,2.82,50,60,0.0,2
Ruslan Magomedov,Record: 14-1-0,190.5,109.77,198.12,Orthodox,"Nov 26, 1986",4.02,47,1.47,66,0.33,100,88,0.0,2
Shawn Jordan,Record: 19-8-0,182.88,117.93,190.5,Unorthodox,"Oct 21, 1984",2.87,50,3.3,47,1.97,38,76,0.1,2
Francisco Trevino,Record: 13-3-0,175.26,70.31,177.8,Orthodox,"Dec 17, 1981",2.65,42,2.42,64,0.97,22,41,0.0,1
Chris Cariaso,Record: 17-8-0,160.02,56.7,162.56,Unorthodox,"May 27, 1981",3.35,43,2.23,61,1.11,39,57,0.8,2
Chico Camus,Record: 17-7-0 (1 NC),167.64,56.7,167.64,Orthodox,"Jan 26, 1985",2.58,41,2.46,64,0.77,40,72,0.4,2
George Roop,Record: 15-13-1,185.42,61.23,182.88,Orthodox,"Nov 10, 1981",3.43,34,2.47,60,1.05,57,59,0.1,2
Katsunori Kikuno,Record: 24-8-2,172.72,65.77,167.64,Orthodox,"Oct 31, 1981",2.64,40,2.47,61,1.88,75,76,0.8,2
Naoyuki Kotani,Record: 34-14-7,172.72,70.31,167.64,Unorthodox,"Dec 08, 1981",1.02,31,2.89,50,0.83,16,46,0.8,1
Roger Zapata,Record: 4-2-0,180.34,77.11,184.92,Unorthodox,"May 09, 1986",2.6,51,2.13,36,0.0,0,81,1.4,1
Clay Collard,Record: 14-7-0 (1 NC),180.34,65.77,185.42,Orthodox,"Mar 10, 1993",4.22,32,5.0,50,2.81,39,71,0.5,4
Ron Stallings,Record: 14-8-0 (1 NC),187.96,77.11,190.5,Unorthodox,"Jan 25, 1983",3.22,60,3.26,51,0.0,0,71,0.0,4
Nazareno Malegarie,Record: 28-4-0,172.72,70.31,176.87,Orthodox,"May 16, 1986",3.87,34,3.27,69,1.0,33,0,0.0,1
Sam Stout,Record: 20-12-1,175.26,70.31,177.8,Orthodox,"Apr 23, 1984",4.17,28,4.08,57,0.63,38,77,0.1,4
Yves Jabouin,Record: 20-11-0,170.18,61.23,172.72,Orthodox,"May 30, 1979",3.06,41,2.93,62,1.94,60,82,0.1,2
Elias Silverio,Record: 13-3-0,180.34,70.31,185.42,Orthodox,"Sep 22, 1986",3.67,49,2.97,51,1.62,38,85,0.2,4
Tom Watson,Record: 17-9-0,185.42,83.91,185.42,Orthodox,"Jul 13, 1982",4.01,44,4.41,50,0.15,7,43,0.0,1
Sirwan Kakai,Record: 12-5-0,165.1,61.23,168.81,Orthodox,"Oct 03, 1989",3.57,41,4.63,62,4.0,42,83,0.0,2
Roman Salazar,Record: 10-6-0 (1 NC),170.18,61.23,174.18,Orthodox,"Feb 21, 1988",1.95,39,2.89,57,1.77,18,50,0.0,1
Anthony Christodoulou,Record: 12-7-0,175.26,70.31,179.55,Orthodox,"Jul 30, 1987",2.19,26,5.9,45,0.0,0,40,0.0,1
Antonio Rodrigo Nogueira,Record: 34-10-1 (1 NC),190.5,108.86,195.58,Orthodox,"Jun 02, 1976",1.95,42,2.4,55,1.3,29,36,2.4,2
Soa Palelei,Record: 22-5-0,193.04,120.2,205.74,Orthodox,"Jul 12, 1977",2.47,57,2.68,48,2.2,47,66,0.0,2
Hugo Viana,Record: 8-4-0,167.64,61.23,170.18,Orthodox,"Sep 26, 1982",3.05,38,3.2,57,0.22,6,50,0.0,1
Ramsey Nijem,Record: 9-6-0,180.34,70.31,190.5,Orthodox,"Apr 01, 1988",3.05,44,1.62,62,5.32,62,55,1.1,2
Jessamyn Duke,Record: 3-5-0 (1 NC),180.34,61.23,185.42,Orthodox,"Jun 24, 1986",4.83,53,4.43,57,1.27,36,50,1.9,4
Ivan Jorge,Record: 27-7-0,175.26,70.31,185.42,Orthodox,"Nov 07, 1980",3.41,49,2.91,59,1.56,16,75,0.6,4
Pawel Pawlak,Record: 12-3-0,182.88,77.11,185.42,Orthodox,"Feb 08, 1989",1.67,33,2.22,53,1.0,37,70,0.0,2
Leonardo Mafra,Record: 13-4-0,177.8,70.31,177.8,Orthodox,"Apr 25, 1989",4.55,48,4.38,43,2.12,83,69,0.4,2
Vaughan Lee,Record: 14-13-1,167.64,56.7,167.64,Orthodox,"Oct 15, 1982",3.47,47,2.07,70,0.81,33,72,1.0,4
Hans Stringer,Record: 22-8-3,190.5,92.99,195.66,Orthodox,"Jul 06, 1987",3.16,61,2.84,41,2.4,36,62,0.0,2
Paul Redmond,Record: 12-7-0,177.8,65.77,182.24,Orthodox,"Oct 20, 1986",0.72,34,2.99,41,0.0,0,50,0.0,1
Marcus Brimage,Record: 7-7-0,162.56,61.23,180.34,Unorthodox,"Apr 06, 1985",3.97,35,3.64,56,0.56,100,80,0.0,2
Josh Thomson,Record: 22-9-0 (1 NC),177.8,70.31,180.34,Orthodox,"Sep 21, 1978",2.59,47,2.12,64,1.92,39,54,1.3,2
Igor Araujo,Record: 25-9-0 (1 NC),185.42,77.11,195.58,Orthodox,"Dec 06, 1980",1.52,42,2.86,49,0.86,15,22,0.6,1
Ildemar Alcantara,Record: 21-11-0,187.96,83.91,198.12,Orthodox,"Nov 18, 1982",1.93,38,2.63,50,2.0,68,81,0.9,2
Andrew Craig,Record: 9-4-0,185.42,77.11,193.04,Orthodox,"Jan 15, 1986",2.39,40,3.01,50,0.53,37,72,0.0,2
Dan Miller,Record: 14-8-0 (1 NC),185.42,83.91,187.96,Orthodox,"Jun 30, 1981",2.03,36,3.06,49,1.67,54,47,1.8,2
Darrell Montague,Record: 13-5-0,167.64,56.7,170.18,Unorthodox,"Nov 03, 1987",1.92,25,5.38,52,0.72,25,33,1.4,1
Mike Swick,Record: 15-6-0,185.42,77.11,195.58,Orthodox,"Jun 19, 1979",2.36,37,2.29,54,1.06,50,61,0.6,2
Yosdenis Cedeno,Record: 10-6-1,172.72,70.31,175.26,Orthodox,"Feb 12, 1985",1.64,29,1.6,67,0.0,0,31,0.3,1
Eddie Gordon,Record: 8-4-0,182.88,83.91,193.04,Orthodox,"Jul 22, 1983",2.03,32,2.57,60,1.93,83,63,0.0,2
Joe Merritt,Record: 7-2-0,182.88,77.11,187.6,Orthodox,"Mar 07, 1984",1.53,58,0.73,66,0.0,0,68,0.0,1
Lewis Gonzalez,Record: 11-3-0,177.8,77.11,182.24,Orthodox,"Sep 19, 1987",1.4,37,1.87,41,2.0,33,62,0.0,2
Alan Omer,Record: 20-5-0,177.8,65.77,182.24,Orthodox,"Sep 14, 1988",3.49,55,2.21,64,1.69,42,66,0.0,2
Niklas Backstrom,Record: 11-3-0 (1 NC),185.42,65.77,190.29,Orthodox,"Aug 22, 1989",1.12,41,3.65,40,2.92,80,72,2.2,2
Antonio Dos Santos,Record: 6-4-0,177.8,83.91,182.24,Orthodox,"Jul 21, 1988",5.4,51,3.94,43,0.0,0,100,0.0,4
Brian Ebersole,Record: 51-18-1 (1 NC),182.88,77.11,185.42,Unorthodox,"Nov 27, 1980",2.32,49,2.14,56,1.7,23,61,0.1,2
Justin Edwards,Record: 9-5-0,177.8,70.31,177.8,Orthodox,"Jan 26, 1983",2.68,42,3.32,51,2.14,26,27,1.0,1
Ricardo Abreu,Record: 5-1-0,180.34,83.91,184.92,Orthodox,"Apr 27, 1984",3.79,31,3.98,68,2.13,42,100,0.7,4
Leonardo Morales,Record: 6-2-0,172.72,61.23,176.87,Unorthodox,"Dec 22, 1992",2.05,47,2.05,58,0.0,0,62,0.0,1
Ryan Jimmo,Record: 19-5-0,185.42,92.99,185.42,Orthodox,"Nov 27, 1981",3.12,66,2.77,46,0.45,28,87,0.0,4
Wendell Oliveira Marques,Record: 29-10-0,177.8,77.11,182.24,Orthodox,"Jun 01, 1983",3.77,47,4.4,47,0.0,0,100,0.0,4
Luiz Dutra,Record: 13-6-1,180.34,77.11,184.92,Orthodox,"May 06, 1982",3.92,50,4.8,41,0.0,0,100,0.0,4
Josh Sampo,Record: 11-5-0,162.56,56.7,162.56,Orthodox,"Jul 24, 1984",1.99,36,2.96,55,1.06,33,40,2.1,1
Constantinos Philippou,Record: 13-5-0 (1 NC),180.34,83.91,185.42,Orthodox,"Nov 29, 1979",2.19,35,2.73,54,0.4,42,65,0.3,2
Mark Munoz,Record: 14-6-0,182.88,83.91,180.34,Orthodox,"Feb 09, 1978",3.12,51,2.26,57,3.17,29,57,0.6,2
Luke Barnatt,Record: 13-4-0,198.12,83.91,195.58,Orthodox,"Apr 13, 1988",4.43,36,3.87,59,0.63,42,63,0.4,4
Zhang Lipeng,Record: 23-9-1,180.34,70.31,180.34,Unorthodox,"Mar 10, 1990",1.28,48,1.88,53,1.75,30,69,0.8,2
Royston Wee,Record: 4-1-0,170.18,61.23,170.18,Orthodox,"Nov 15, 1986",1.1,60,2.45,49,3.38,81,0,0.0,2
Roldan Sangcha'an,Record: 4-2-0,162.56,56.7,166.13,Orthodox,"Dec 04, 1990",2.71,46,2.15,51,1.94,60,68,0.0,2
Nolan Ticman,Record: 4-3-0,167.64,56.7,171.5,Orthodox,"May 17, 1988",2.57,47,2.53,67,0.0,0,60,0.0,1
Hatsu Hioki,Record: 29-10-2,180.34,65.77,185.42,Orthodox,"Jul 18, 1983",2.42,42,2.12,65,2.55,56,54,0.6,2
Lisa Ellis,Record: 15-11-0,162.56,52.16,166.13,Orthodox,"Nov 15, 1982",1.68,48,2.32,57,4.19,63,50,0.6,2
Dylan Andrews,Record: 18-7-0 (1 NC),185.42,83.91,187.96,Unorthodox,"Nov 15, 1979",2.21,50,2.72,46,2.83,50,57,0.4,2
Vik Grujic,Record: 6-6-0,180.34,77.11,185.42,Orthodox,"Feb 06, 1977",2.24,48,3.39,41,1.18,33,26,0.4,1
Alptekin Ozkilic,Record: 9-5-0,165.1,56.7,165.1,Orthodox,"Mar 27, 1986",3.81,32,5.72,59,4.21,58,75,0.0,2
Quinton Jackson,Record: 37-12-0,185.42,92.99,185.42,Orthodox,"Jun 20, 1978",3.25,54,2.51,55,1.52,56,73,0.1,2
David Michaud,Record: 11-3-0,175.26,70.31,179.55,Orthodox,"Nov 10, 1988",3.25,43,4.45,54,2.53,58,77,0.7,2
Chris Clements,Record: 12-6-0 (1 NC),177.8,77.11,177.8,Orthodox,"Feb 09, 1976",3.2,49,2.37,44,0.0,0,32,0.3,1
Jessica Rakoczy,Record: 1-5-0 (1 NC),170.18,52.16,174.18,Orthodox,"Apr 14, 1977",2.5,44,3.55,64,0.75,20,0,0.8,1
Jimy Hettes,Record: 11-3-0,175.26,65.77,180.34,Unorthodox,"Jun 09, 1987",3.47,57,3.5,57,5.2,44,61,1.4,2
Mirko Filipovic,Record: 35-11-2 (1 NC),187.96,104.33,185.42,Unorthodox,"Sep 10, 1974",2.11,50,1.89,63,0.19,40,78,0.3,2
Seth Baczynski,Record: 20-14-0,190.5,77.11,190.5,Orthodox,"Oct 26, 1981",3.08,31,3.14,51,0.89,16,48,0.8,1
Izabela Badurek,Record: 6-3-0,165.1,52.16,168.81,Orthodox,"Jul 11, 1991",3.74,71,4.9,32,1.75,12,100,0.0,4
Marcin Bandel,Record: 15-7-0,177.8,70.31,182.24,Orthodox,"Oct 10, 1989",0.79,50,5.26,23,0.0,0,0,0.0,1
Rocky Lee,Record: 3-2-0,175.26,65.77,179.55,Orthodox,"Apr 08, 1987",2.47,51,5.33,44,1.0,10,33,0.0,1
Robert Peralta,Record: 18-8-0 (1 NC),172.72,65.77,180.34,Orthodox,"Mar 14, 1986",3.76,44,2.97,53,0.59,66,65,0.0,4
Justin Jones,Record: 9-2-0,180.34,83.91,184.92,Orthodox,"Sep 06, 1987",1.7,36,3.17,45,1.0,15,46,0.5,1
Josh Koscheck,Record: 17-11-0,177.8,77.11,185.42,Orthodox,"Nov 30, 1977",1.79,36,2.27,63,2.46,48,64,0.4,2
Shayna Baszler,Record: 15-11-0,170.18,61.23,174.18,Orthodox,"Aug 08, 1980",2.49,30,6.36,51,0.67,18,44,1.3,1
Cain Carrizosa,Record: 10-3-0,172.72,70.31,176.87,Orthodox,"Jul 22, 1986",2.72,42,5.8,51,0.0,0,14,0.0,1
Jorge de Oliveira,Record: 9-2-0,172.72,70.31,176.87,Orthodox,"Jan 22, 1980",1.26,31,4.84,48,0.0,0,22,0.0,1
Bentley Syler,Record: 5-1-0,162.56,56.7,166.13,Orthodox,"Dec 22, 1982",1.3,18,1.73,79,0.0,0,75,0.0,1
Roger Narvaez,Record: 8-3-0,190.5,83.91,195.66,Unorthodox,"Sep 09, 1983",2.12,37,3.32,64,0.0,0,50,0.9,1
Josh Copeland,Record: 12-4-0,185.42,120.2,190.29,Orthodox,"Oct 20, 1982",1.03,31,3.01,55,0.0,0,57,0.0,1
Jake Lindsey,Record: 12-7-0,180.34,70.31,184.92,Unorthodox,"Jun 21, 1986",3.44,52,4.01,46,0.65,33,50,0.0,4
Larissa Pacheco,Record: 10-2-0,170.18,61.23,174.18,Orthodox,"Sep 07, 1994",1.21,19,4.14,55,0.0,0,0,0.0,1
Norifumi Yamamoto,Record: 18-6-0 (2 NC),162.56,61.23,167.64,Unorthodox,"Mar 15, 1977",2.09,45,2.01,57,0.41,22,45,0.0,1
Ruan Potts,Record: 11-6-0,187.96,112.04,190.5,Orthodox,"Feb 23, 1978",0.85,37,5.92,22,0.75,16,33,2.3,1
Alex Torres,Record: 5-4-0,177.8,65.77,182.24,Orthodox,"May 29, 1988",2.47,37,2.73,69,2.0,22,50,0.0,2
William Macario,Record: 9-3-0,180.34,77.11,190.5,Orthodox,"Jul 01, 1991",4.92,54,3.96,65,1.85,45,78,0.0,4
Josh Shockley,Record: 11-4-0,185.42,70.31,190.29,Orthodox,"Nov 15, 1989",1.4,33,1.75,60,0.0,0,61,0.8,1
Patrick Walsh,Record: 10-3-0,180.34,83.91,184.92,Orthodox,"Nov 28, 1988",2.03,19,2.83,64,3.0,54,100,1.5,2
Rodrigo de Lima,Record: 8-3-1,170.18,70.31,174.18,Orthodox,"Mar 12, 1991",1.29,33,5.5,32,2.66,36,0,1.3,1
Ian McCall,Record: 13-5-1,165.1,56.7,162.56,Orthodox,"May 07, 1984",3.59,39,3.25,67,2.08,30,88,0.0,4
Richardson Moreira,Record: 7-4-0,187.96,83.91,192.97,Orthodox,"Mar 31, 1984",1.17,28,1.83,67,0.0,0,100,0.0,1
Andy Enz,Record: 10-4-0,190.5,83.91,198.12,Orthodox,"Aug 15, 1991",3.51,23,5.32,57,0.0,0,58,0.0,1
Phil Davis,Record: 17-4-0 (1 NC),187.96,92.99,200.66,Orthodox,"Sep 25, 1984",2.85,34,1.33,72,2.99,38,72,0.6,2
Akira Corassani,Record: 12-6-0 (1 NC),172.72,65.77,172.72,Orthodox,"Aug 27, 1982",3.25,45,4.91,50,0.7,28,86,0.0,4
Andy Ogle,Record: 9-6-0,172.72,65.77,175.26,Orthodox,"Feb 16, 1989",2.24,44,2.23,50,1.44,26,58,0.0,2
Stanislav Nedkov,Record: 12-2-0 (1 NC),180.34,92.99,180.34,Orthodox,"Dec 09, 1981",3.33,43,5.39,43,2.77,41,0,0.0,1
Shane Howell,Record: 13-10-0,172.72,56.7,176.87,Orthodox,"Nov 28, 1983",1.27,32,2.55,42,0.0,0,20,0.0,1
Matt Van Buren,Record: 7-6-0,195.58,92.99,201.03,Orthodox,"Jun 12, 1986",7.73,45,6.82,49,0.0,0,50,0.0,4
Tateki Matsuda,Record: 13-8-0,170.18,56.7,174.18,Orthodox,"Feb 27, 1986",3.2,34,3.43,69,0.0,0,16,0.0,1
Louis Gaudinot,Record: 8-4-0 (1 NC),160.02,56.7,160.02,Orthodox,"Aug 28, 1984",2.34,37,6.42,48,0.57,40,31,1.1,1
Rodrigo Damm,Record: 13-9-0,170.18,70.31,180.34,Orthodox,"Feb 03, 1980",3.5,36,5.61,57,0.44,16,80,0.3,4
Mats Nilsson,Record: 11-4-1,185.42,77.11,190.29,Orthodox,"Dec 05, 1983",2.99,39,5.62,63,3.87,83,44,2.3,2
Alexis Dufresne,Record: 6-3-0,175.26,61.23,179.55,Orthodox,"Aug 31, 1990",1.33,27,3.33,60,1.5,50,50,0.0,2
Mike Rhodes,Record: 10-5-0,185.42,77.11,187.96,Orthodox,"Dec 04, 1989",3.2,39,4.13,64,0.96,33,75,0.5,4
Tom Niinimaki,Record: 22-8-1,175.26,65.77,175.26,Orthodox,"Jul 25, 1982",1.91,54,2.31,58,2.97,46,33,0.5,2
Jamie Varner,Record: 21-11-1 (2 NC),172.72,70.31,180.34,Orthodox,"Oct 12, 1984",2.92,34,2.55,58,3.49,53,66,0.8,2
Joe Ellenberger,Record: 15-2-0,175.26,70.31,182.88,Orthodox,"Mar 28, 1985",1.62,47,3.45,48,3.17,40,0,1.1,2
Garett Whiteley,Record: 7-3-0,182.88,70.31,182.88,Orthodox,"Dec 13, 1980",3.72,48,4.04,46,0.0,0,27,0.9,1
Dustin Kimura,Record: 11-3-0,170.18,61.23,180.34,Orthodox,"May 21, 1989",1.33,21,3.82,51,0.93,37,50,2.2,1
Brendan Schaub,Record: 10-5-0,193.04,111.13,198.12,Orthodox,"Mar 18, 1983",2.92,37,2.22,57,2.32,46,72,0.4,2
Matt Hobar,Record: 9-3-0,177.8,61.23,177.8,Unorthodox,"Jan 07, 1987",3.23,42,4.27,52,3.66,44,50,0.0,2
Isaac Vallie-Flagg,Record: 16-7-1,172.72,70.31,177.8,Orthodox,"Apr 08, 1978",5.56,47,5.6,45,0.2,12,58,0.0,4
Yves Edwards,Record: 42-22-1 (1 NC),175.26,70.31,185.42,Unorthodox,"Sep 30, 1976",2.91,42,2.34,66,0.76,53,69,0.7,2
Juan Manuel Puig,Record: 11-4-0,175.26,65.77,179.55,Orthodox,"Apr 23, 1989",4.91,23,7.17,51,0.0,0,0,0.0,1
Chris Heatherly,Record: 9-4-0 (1 NC),175.26,70.31,179.55,Orthodox,"Nov 24, 1987",1.08,45,2.67,52,3.39,50,100,0.7,2
Humberto Brown Morrison,Record: 4-6-0,177.8,65.77,182.24,Orthodox,"Nov 03, 1984",1.71,50,2.19,62,1.43,25,0,0.0,1
Rodolfo Rubio Perez,Record: 10-16-1,165.1,65.77,168.81,Orthodox,"Jan 29, 1987",1.13,36,1.0,62,2.0,33,33,0.0,2
Charlie Brenneman,Record: 19-8-0,177.8,70.31,177.8,Orthodox,"Feb 09, 1981",1.52,56,1.55,46,4.23,42,72,0.0,2
Tim Gorman,Record: 9-4-0,165.1,61.23,168.81,Unorthodox,"Apr 29, 1983",2.73,31,5.57,46,1.0,9,33,0.0,1
Wagner Silva,Record: 6-3-0,182.88,77.11,187.6,Orthodox,"Feb 07, 1987",1.69,29,2.87,65,0.0,0,58,0.0,1
Vagner Rocha,Record: 14-4-0,177.8,70.31,185.42,Orthodox,"Jun 06, 1982",2.64,42,4.5,48,1.4,33,50,1.9,1
Guto Inocente,Record: 7-4-0,190.5,92.99,195.66,Orthodox,"May 29, 1986",4.13,66,2.92,54,0.67,33,66,0.7,4
Luke Zachrich,Record: 14-4-0,187.96,83.91,187.96,Orthodox,"Dec 19, 1981",4.56,32,4.46,62,0.74,33,80,0.0,4
Jumabieke Tuerxun,Record: 19-4-1,170.18,61.23,174.18,Orthodox,"Apr 17, 1986",1.6,28,3.08,59,0.47,11,66,0.9,1
Fabricio Camoes,Record: 14-9-1,177.8,70.31,180.34,Orthodox,"Dec 23, 1978",1.29,33,1.85,61,2.34,32,20,1.5,2
Bruno Santos,Record: 15-2-0,175.26,83.91,179.55,Orthodox,"Jul 17, 1987",1.18,46,2.27,56,3.0,37,66,0.3,2
Anthony Njokuani,Record: 16-12-0 (1 NC),185.42,70.31,190.5,Orthodox,"Mar 01, 1980",3.94,46,2.41,65,0.5,45,53,0.2,4
Tor Troeng,Record: 16-7-1,187.96,83.91,192.97,Orthodox,"Jan 25, 1983",1.16,46,3.26,32,0.62,7,66,0.3,1
Ernest Chavez,Record: 10-2-0,172.72,65.77,177.8,Orthodox,"Jun 27, 1983",2.79,40,3.89,59,0.89,33,50,0.0,1
Amir Sadollah,Record: 6-5-0,177.8,77.11,190.5,Orthodox,"Aug 27, 1980",4.71,46,3.55,60,0.57,27,60,0.3,4
Takenori Sato,Record: 19-11-7 (1 NC),177.8,77.11,182.24,Unorthodox,"Jun 08, 1985",0.46,33,12.92,9,0.0,0,0,0.0,1
Kazuki Tokudome,Record: 18-7-1,180.34,70.31,185.42,Unorthodox,"Mar 04, 1987",2.26,41,3.63,53,2.0,38,78,0.0,2
Dashon Johnson,Record: 9-2-0,170.18,65.77,174.18,Orthodox,"Jan 25, 1988",1.01,69,3.83,35,0.85,33,63,0.8,2
Paulo Thiago,Record: 18-9-0,180.34,77.11,187.96,Orthodox,"Jan 25, 1981",1.71,39,1.99,63,1.42,31,63,1.2,2
Johnny Bedford,Record: 21-13-1 (1 NC),177.8,61.23,180.34,Orthodox,"Jan 06, 1983",4.53,50,1.75,63,1.83,62,62,0.0,2
Francis Carmont,Record: 25-12-0,190.5,92.99,198.12,Orthodox,"Oct 11, 1981",2.22,42,1.64,59,1.79,36,73,0.6,2
Cung Le,Record: 9-3-0,175.26,83.91,177.8,Unorthodox,"May 25, 1972",4.36,48,2.98,66,1.37,71,88,0.3,4
Jianping Yang,Record: 11-4-1,170.18,65.77,174.18,Orthodox,"Nov 27, 1988",1.4,26,2.07,65,1.0,25,33,0.0,1
Sai Wang,Record: 20-6-1,182.88,77.11,187.6,Unorthodox,"Jan 14, 1986",3.17,46,2.27,53,0.0,0,77,0.0,4
Danny Mitchell,Record: 19-9-1,187.96,77.11,192.97,Orthodox,"Aug 08, 1986",2.53,49,2.53,52,0.0,0,100,3.0,4
Roland Delorme,Record: 9-5-0 (1 NC),175.26,61.23,180.34,Orthodox,"Dec 18, 1983",2.28,44,4.32,40,2.51,34,42,1.6,2
Anying Wang,Record: 2-1-0,182.88,77.11,187.6,Orthodox,"Apr 04, 1991",1.32,26,1.63,44,0.0,0,33,0.0,1
Jack May,Record: 9-3-0,203.2,115.67,209.08,Unorthodox,"Apr 14, 1981",1.52,38,3.29,33,0.91,33,20,0.0,1
Kyle Kingsbury,Record: 11-6-0 (1 NC),193.04,92.99,200.66,Orthodox,"Mar 22, 1982",2.97,40,3.81,51,2.64,41,52,0.0,2
Hernani Perpetuo,Record: 18-5-0 (1 NC),182.88,77.11,187.6,Orthodox,"May 24, 1985",2.73,29,4.37,55,0.0,0,37,0.5,1
