name,record,Height:,Weight:,Reach:,STANCE:,DOB:,SLpM:,Str. Acc.:,SApM:,Str. Def:,Unnamed: 11,TD Avg.:,TD Acc.:,TD Def.:,Sub. Avg.:,url
Richie Vaculik,Record: 10-4-0,"5' 6""",125 lbs.,"69""",Orthodox,"Jun 19, 1983",3.69,46%,4.09,57%,,3.0,45%,31%,1.0,http://www.ufcstats.com/fighter-details/54578e5927adea53
Steve Montgomery,Record: 9-5-0,"6' 4""",185 lbs.,--,Southpaw,"Dec 19, 1990",4.85,39%,4.12,47%,,0.0,0%,64%,0.0,http://www.ufcstats.com/fighter-details/6e92eb1242b46636
Steve Kennedy,Record: 24-8-0,"5' 11""",170 lbs.,--,Orthodox,"Mar 07, 1983",2.28,35%,5.52,45%,,2.51,33%,0%,0.0,http://www.ufcstats.com/fighter-details/185fb0200a4605e6
Piotr Hallmann,Record: 18-6-0,"5' 9""",155 lbs.,"71""",Orthodox,"Aug 25, 1987",3.98,45%,3.17,58%,,2.55,44%,70%,0.4,http://www.ufcstats.com/fighter-details/a3be148af5c7b088
Fabio Maldonado,Record: 23-11-0,"6' 1""",205 lbs.,"75""",Orthodox,"Mar 17, 1980",5.29,58%,4.31,53%,,0.44,57%,61%,0.6,http://www.ufcstats.com/fighter-details/1fb80f46d3c105d9
Edimilson Souza,Record: 15-5-0,"6' 0""",145 lbs.,"74""",Orthodox,"Oct 17, 1984",4.65,44%,2.91,58%,,0.0,0%,50%,0.0,http://www.ufcstats.com/fighter-details/6c7020b859c7a3ce
Gasan Umalatov,Record: 17-4-2,"5' 11""",170 lbs.,"71""",Orthodox,"Sep 11, 1982",2.23,39%,4.1,59%,,0.75,17%,90%,0.0,http://www.ufcstats.com/fighter-details/7a39bbac8cc0fa70
Bruno Korea,Record: 7-3-0,"5' 6""",135 lbs.,"65""",,"Jun 28, 1991",2.12,34%,3.96,42%,,0.0,0%,25%,0.0,http://www.ufcstats.com/fighter-details/6c011be66326ad97
Paddy Holohan,Record: 12-2-1,"5' 10""",125 lbs.,"69""",Orthodox,"May 03, 1988",2.13,46%,2.81,46%,,2.88,47%,71%,1.3,http://www.ufcstats.com/fighter-details/6e7c758f5cdec01a
Jon Delos Reyes,Record: 8-5-0,"5' 6""",125 lbs.,"67""",Orthodox,"Aug 19, 1987",2.99,38%,4.14,51%,,3.2,83%,55%,1.9,http://www.ufcstats.com/fighter-details/0d0351c20169a499
Mickael Lebout,Record: 16-7-1 (1 NC),"5' 11""",155 lbs.,"73""",Orthodox,"Aug 16, 1987",2.6,34%,2.98,54%,,0.0,0%,60%,0.0,http://www.ufcstats.com/fighter-details/c575ab451e3c5b1d
Aisling Daly,Record: 16-6-0,"5' 2""",115 lbs.,"64""",Orthodox,"Dec 24, 1987",2.92,52%,1.4,55%,,2.15,41%,33%,0.9,http://www.ufcstats.com/fighter-details/e50cd77732d39967
Ericka Almeida,Record: 7-3-0,"5' 6""",115 lbs.,--,Orthodox,"Mar 05, 1989",1.07,39%,3.33,43%,,0.5,33%,37%,0.0,http://www.ufcstats.com/fighter-details/67a992d4cff22466
Cathal Pendred,Record: 17-4-1,"6' 1""",170 lbs.,"75""",Orthodox,"Sep 02, 1987",2.49,44%,3.01,55%,,2.46,23%,83%,0.4,http://www.ufcstats.com/fighter-details/99c7610aa74995d3
Bubba Bush,Record: 8-3-0 (1 NC),"6' 0""",185 lbs.,--,Orthodox,"Jul 24, 1985",0.63,55%,7.01,25%,,2.82,50%,60%,0.0,http://www.ufcstats.com/fighter-details/132505067f08c54d
Ruslan Magomedov,Record: 14-1-0,"6' 3""",242 lbs.,"78""",Orthodox,"Nov 26, 1986",4.02,47%,1.47,66%,,0.33,100%,88%,0.0,http://www.ufcstats.com/fighter-details/369e1ce458ef50a6
Shawn Jordan,Record: 19-8-0,"6' 0""",260 lbs.,"75""",Southpaw,"Oct 21, 1984",2.87,50%,3.3,47%,,1.97,38%,76%,0.1,http://www.ufcstats.com/fighter-details/ca2efc9d7d523c43
Francisco Trevino,Record: 13-3-0,"5' 9""",155 lbs.,"70""",Orthodox,"Dec 17, 1981",2.65,42%,2.42,64%,,0.97,22%,41%,0.0,http://www.ufcstats.com/fighter-details/97a6bbe6e6566a94
Chris Cariaso,Record: 17-8-0,"5' 3""",125 lbs.,"64""",Southpaw,"May 27, 1981",3.35,43%,2.23,61%,,1.11,39%,57%,0.8,http://www.ufcstats.com/fighter-details/b2e3aca4cd363477
Chico Camus,Record: 17-7-0 (1 NC),"5' 6""",125 lbs.,"66""",Orthodox,"Jan 26, 1985",2.58,41%,2.46,64%,,0.77,40%,72%,0.4,http://www.ufcstats.com/fighter-details/32be4b7f7de1c905
George Roop,Record: 15-13-1,"6' 1""",135 lbs.,"72""",Orthodox,"Nov 10, 1981",3.43,34%,2.47,60%,,1.05,57%,59%,0.1,http://www.ufcstats.com/fighter-details/3c0437fbeda06962
Katsunori Kikuno,Record: 24-8-2,"5' 8""",145 lbs.,"66""",Orthodox,"Oct 31, 1981",2.64,40%,2.47,61%,,1.88,75%,76%,0.8,http://www.ufcstats.com/fighter-details/44470bfd9483c7ad
Naoyuki Kotani,Record: 34-14-7,"5' 8""",155 lbs.,"66""",Southpaw,"Dec 08, 1981",1.02,31%,2.89,50%,,0.83,16%,46%,0.8,http://www.ufcstats.com/fighter-details/bc8f6b42767e28df
Roger Zapata,Record: 4-2-0,"5' 11""",170 lbs.,--,Southpaw,"May 09, 1986",2.6,51%,2.13,36%,,0.0,0%,81%,1.4,http://www.ufcstats.com/fighter-details/fe5ca7ef93c3f6a7
Clay Collard,Record: 14-7-0 (1 NC),"5' 11""",145 lbs.,"73""",Orthodox,"Mar 10, 1993",4.22,32%,5.0,50%,,2.81,39%,71%,0.5,http://www.ufcstats.com/fighter-details/cc900c6a71ed23f3
Ron Stallings,Record: 14-8-0 (1 NC),"6' 2""",170 lbs.,"75""",Southpaw,"Jan 25, 1983",3.22,60%,3.26,51%,,0.0,0%,71%,0.0,http://www.ufcstats.com/fighter-details/6dd758d34da8d254
Nazareno Malegarie,Record: 28-4-0,"5' 8""",155 lbs.,--,,"May 16, 1986",3.87,34%,3.27,69%,,1.0,33%,0%,0.0,http://www.ufcstats.com/fighter-details/d38e8c6ae2dfc051
Sam Stout,Record: 20-12-1,"5' 9""",155 lbs.,"70""",Orthodox,"Apr 23, 1984",4.17,28%,4.08,57%,,0.63,38%,77%,0.1,http://www.ufcstats.com/fighter-details/501b07aec9b8fc2d
Yves Jabouin,Record: 20-11-0,"5' 7""",135 lbs.,"68""",Orthodox,"May 30, 1979",3.06,41%,2.93,62%,,1.94,60%,82%,0.1,http://www.ufcstats.com/fighter-details/b4eeac608fc82f88
Elias Silverio,Record: 13-3-0,"5' 11""",155 lbs.,"73""",Orthodox,"Sep 22, 1986",3.67,49%,2.97,51%,,1.62,38%,85%,0.2,http://www.ufcstats.com/fighter-details/52ba464d9068d871
Tom Watson,Record: 17-9-0,"6' 1""",185 lbs.,"73""",Orthodox,"Jul 13, 1982",4.01,44%,4.41,50%,,0.15,7%,43%,0.0,http://www.ufcstats.com/fighter-details/6809c31286b08d97
Sirwan Kakai,Record: 12-5-0,"5' 5""",135 lbs.,--,Orthodox,"Oct 03, 1989",3.57,41%,4.63,62%,,4.0,42%,83%,0.0,http://www.ufcstats.com/fighter-details/2525a853486ee670
Roman Salazar,Record: 10-6-0 (1 NC),"5' 7""",135 lbs.,--,Orthodox,"Feb 21, 1988",1.95,39%,2.89,57%,,1.77,18%,50%,0.0,http://www.ufcstats.com/fighter-details/72c4b253d2f5ebf2
Anthony Christodoulou,Record: 12-7-0,"5' 9""",155 lbs.,--,Orthodox,"Jul 30, 1987",2.19,26%,5.9,45%,,0.0,0%,40%,0.0,http://www.ufcstats.com/fighter-details/4f11e9ce318ffbcb
Antonio Rodrigo Nogueira,Record: 34-10-1 (1 NC),"6' 3""",240 lbs.,"77""",Orthodox,"Jun 02, 1976",1.95,42%,2.4,55%,,1.3,29%,36%,2.4,http://www.ufcstats.com/fighter-details/ee9d73f4fee9cbdd
Soa Palelei,Record: 22-5-0,"6' 4""",265 lbs.,"81""",Orthodox,"Jul 12, 1977",2.47,57%,2.68,48%,,2.2,47%,66%,0.0,http://www.ufcstats.com/fighter-details/60029bcf496bd707
Hugo Viana,Record: 8-4-0,"5' 6""",135 lbs.,"67""",Orthodox,"Sep 26, 1982",3.05,38%,3.2,57%,,0.22,6%,50%,0.0,http://www.ufcstats.com/fighter-details/f95381efb3051d81
Ramsey Nijem,Record: 9-6-0,"5' 11""",155 lbs.,"75""",Orthodox,"Apr 01, 1988",3.05,44%,1.62,62%,,5.32,62%,55%,1.1,http://www.ufcstats.com/fighter-details/22aa91e402d0fe1f
Jessamyn Duke,Record: 3-5-0 (1 NC),"5' 11""",135 lbs.,"73""",Orthodox,"Jun 24, 1986",4.83,53%,4.43,57%,,1.27,36%,50%,1.9,http://www.ufcstats.com/fighter-details/a7ddae0be8b78147
Ivan Jorge,Record: 27-7-0,"5' 9""",155 lbs.,"73""",Orthodox,"Nov 07, 1980",3.41,49%,2.91,59%,,1.56,16%,75%,0.6,http://www.ufcstats.com/fighter-details/19db7ac26308178f
Pawel Pawlak,Record: 12-3-0,"6' 0""",170 lbs.,"73""",Orthodox,"Feb 08, 1989",1.67,33%,2.22,53%,,1.0,37%,70%,0.0,http://www.ufcstats.com/fighter-details/9310418684bc896f
Leonardo Mafra,Record: 13-4-0,"5' 10""",155 lbs.,"70""",Orthodox,"Apr 25, 1989",4.55,48%,4.38,43%,,2.12,83%,69%,0.4,http://www.ufcstats.com/fighter-details/8bbc0cfc01bc1ba1
Vaughan Lee,Record: 14-13-1,"5' 6""",125 lbs.,"66""",Orthodox,"Oct 15, 1982",3.47,47%,2.07,70%,,0.81,33%,72%,1.0,http://www.ufcstats.com/fighter-details/8bb6f4479685bbcc
Hans Stringer,Record: 22-8-3,"6' 3""",205 lbs.,--,Orthodox,"Jul 06, 1987",3.16,61%,2.84,41%,,2.4,36%,62%,0.0,http://www.ufcstats.com/fighter-details/523f6ad11dbe9b53
Paul Redmond,Record: 12-7-0,"5' 10""",145 lbs.,--,Orthodox,"Oct 20, 1986",0.72,34%,2.99,41%,,0.0,0%,50%,0.0,http://www.ufcstats.com/fighter-details/3f56b99447f00607
Marcus Brimage,Record: 7-7-0,"5' 4""",135 lbs.,"71""",Southpaw,"Apr 06, 1985",3.97,35%,3.64,56%,,0.56,100%,80%,0.0,http://www.ufcstats.com/fighter-details/81801f57bd0a7c41
Josh Thomson,Record: 22-9-0 (1 NC),"5' 10""",155 lbs.,"71""",Orthodox,"Sep 21, 1978",2.59,47%,2.12,64%,,1.92,39%,54%,1.3,http://www.ufcstats.com/fighter-details/a566371ba2ad7152
Igor Araujo,Record: 25-9-0 (1 NC),"6' 1""",170 lbs.,"77""",Orthodox,"Dec 06, 1980",1.52,42%,2.86,49%,,0.86,15%,22%,0.6,http://www.ufcstats.com/fighter-details/dbea8c1cb327ab3d
Ildemar Alcantara,Record: 21-11-0,"6' 2""",185 lbs.,"78""",Orthodox,"Nov 18, 1982",1.93,38%,2.63,50%,,2.0,68%,81%,0.9,http://www.ufcstats.com/fighter-details/7c6e87729e824ef4
Andrew Craig,Record: 9-4-0,"6' 1""",170 lbs.,"76""",Orthodox,"Jan 15, 1986",2.39,40%,3.01,50%,,0.53,37%,72%,0.0,http://www.ufcstats.com/fighter-details/8a70ceb3edbe757b
Dan Miller,Record: 14-8-0 (1 NC),"6' 1""",185 lbs.,"74""",Orthodox,"Jun 30, 1981",2.03,36%,3.06,49%,,1.67,54%,47%,1.8,http://www.ufcstats.com/fighter-details/d0c29452d3272603
Darrell Montague,Record: 13-5-0,"5' 6""",125 lbs.,"67""",Southpaw,"Nov 03, 1987",1.92,25%,5.38,52%,,0.72,25%,33%,1.4,http://www.ufcstats.com/fighter-details/bffeb123b21c9aad
Mike Swick,Record: 15-6-0,"6' 1""",170 lbs.,"77""",Orthodox,"Jun 19, 1979",2.36,37%,2.29,54%,,1.06,50%,61%,0.6,http://www.ufcstats.com/fighter-details/9fe85152f351e737
Yosdenis Cedeno,Record: 10-6-1,"5' 8""",155 lbs.,"69""",Orthodox,"Feb 12, 1985",1.64,29%,1.6,67%,,0.0,0%,31%,0.3,http://www.ufcstats.com/fighter-details/3e61082025db8137
Eddie Gordon,Record: 8-4-0,"6' 0""",185 lbs.,"76""",Orthodox,"Jul 22, 1983",2.03,32%,2.57,60%,,1.93,83%,63%,0.0,http://www.ufcstats.com/fighter-details/8cad40a75e5c97f5
Joe Merritt,Record: 7-2-0,"6' 0""",170 lbs.,--,Orthodox,"Mar 07, 1984",1.53,58%,0.73,66%,,0.0,0%,68%,0.0,http://www.ufcstats.com/fighter-details/e82d5f54daa85a7e
Lewis Gonzalez,Record: 11-3-0,"5' 10""",170 lbs.,--,Orthodox,"Sep 19, 1987",1.4,37%,1.87,41%,,2.0,33%,62%,0.0,http://www.ufcstats.com/fighter-details/2ff2e6e5abea3e53
Alan Omer,Record: 20-5-0,"5' 10""",145 lbs.,--,Orthodox,"Sep 14, 1988",3.49,55%,2.21,64%,,1.69,42%,66%,0.0,http://www.ufcstats.com/fighter-details/f2ad06f1007c481a
Niklas Backstrom,Record: 11-3-0 (1 NC),"6' 1""",145 lbs.,--,Orthodox,"Aug 22, 1989",1.12,41%,3.65,40%,,2.92,80%,72%,2.2,http://www.ufcstats.com/fighter-details/39cc64bf0a269db9
Antonio Dos Santos,Record: 6-4-0,"5' 10""",185 lbs.,--,Orthodox,"Jul 21, 1988",5.4,51%,3.94,43%,,0.0,0%,100%,0.0,http://www.ufcstats.com/fighter-details/81b8b3fb019dc69d
Brian Ebersole,Record: 51-18-1 (1 NC),"6' 0""",170 lbs.,"73""",Southpaw,"Nov 27, 1980",2.32,49%,2.14,56%,,1.7,23%,61%,0.1,http://www.ufcstats.com/fighter-details/32ba186f4b0e3267
Justin Edwards,Record: 9-5-0,"5' 10""",155 lbs.,"70""",Orthodox,"Jan 26, 1983",2.68,42%,3.32,51%,,2.14,26%,27%,1.0,http://www.ufcstats.com/fighter-details/e56daf7725a0b5ab
Ricardo Abreu,Record: 5-1-0,"5' 11""",185 lbs.,--,Orthodox,"Apr 27, 1984",3.79,31%,3.98,68%,,2.13,42%,100%,0.7,http://www.ufcstats.com/fighter-details/aa6e591c2a2cdecd
Leonardo Morales,Record: 6-2-0,"5' 8""",135 lbs.,--,Southpaw,"Dec 22, 1992",2.05,47%,2.05,58%,,0.0,0%,62%,0.0,http://www.ufcstats.com/fighter-details/45230be0641f3f53
Ryan Jimmo,Record: 19-5-0,"6' 1""",205 lbs.,"73""",Orthodox,"Nov 27, 1981",3.12,66%,2.77,46%,,0.45,28%,87%,0.0,http://www.ufcstats.com/fighter-details/bc3ec52ef70fc155
Wendell Oliveira Marques,Record: 29-10-0,"5' 10""",170 lbs.,--,Orthodox,"Jun 01, 1983",3.77,47%,4.4,47%,,0.0,0%,100%,0.0,http://www.ufcstats.com/fighter-details/32c03df3c9760069
Luiz Dutra,Record: 13-6-1,"5' 11""",170 lbs.,--,Orthodox,"May 06, 1982",3.92,50%,4.8,41%,,0.0,0%,100%,0.0,http://www.ufcstats.com/fighter-details/2153a7f8396a46cc
Josh Sampo,Record: 11-5-0,"5' 4""",125 lbs.,"64""",Orthodox,"Jul 24, 1984",1.99,36%,2.96,55%,,1.06,33%,40%,2.1,http://www.ufcstats.com/fighter-details/f65dcb22dada2223
Constantinos Philippou,Record: 13-5-0 (1 NC),"5' 11""",185 lbs.,"73""",Orthodox,"Nov 29, 1979",2.19,35%,2.73,54%,,0.4,42%,65%,0.3,http://www.ufcstats.com/fighter-details/05560764359161e4
Mark Munoz,Record: 14-6-0,"6' 0""",185 lbs.,"71""",Orthodox,"Feb 09, 1978",3.12,51%,2.26,57%,,3.17,29%,57%,0.6,http://www.ufcstats.com/fighter-details/179f1948dc234f1f
Luke Barnatt,Record: 13-4-0,"6' 6""",185 lbs.,"77""",Orthodox,"Apr 13, 1988",4.43,36%,3.87,59%,,0.63,42%,63%,0.4,http://www.ufcstats.com/fighter-details/172c2135e70f87b7
Zhang Lipeng,Record: 23-9-1,"5' 11""",155 lbs.,"71""",Southpaw,"Mar 10, 1990",1.28,48%,1.88,53%,,1.75,30%,69%,0.8,http://www.ufcstats.com/fighter-details/7b310409440c9102
Royston Wee,Record: 4-1-0,"5' 7""",135 lbs.,"67""",Orthodox,"Nov 15, 1986",1.1,60%,2.45,49%,,3.38,81%,0%,0.0,http://www.ufcstats.com/fighter-details/b9c03e7a4557e542
Roldan Sangcha'an,Record: 4-2-0,"5' 4""",125 lbs.,--,Orthodox,"Dec 04, 1990",2.71,46%,2.15,51%,,1.94,60%,68%,0.0,http://www.ufcstats.com/fighter-details/57887765f831e228
Nolan Ticman,Record: 4-3-0,"5' 6""",125 lbs.,--,Orthodox,"May 17, 1988",2.57,47%,2.53,67%,,0.0,0%,60%,0.0,http://www.ufcstats.com/fighter-details/9eb069062a0cfc13
Hatsu Hioki,Record: 29-10-2,"5' 11""",145 lbs.,"73""",Orthodox,"Jul 18, 1983",2.42,42%,2.12,65%,,2.55,56%,54%,0.6,http://www.ufcstats.com/fighter-details/ef7fa30364cbe7f2
Lisa Ellis,Record: 15-11-0,"5' 4""",115 lbs.,--,,"Nov 15, 1982",1.68,48%,2.32,57%,,4.19,63%,50%,0.6,http://www.ufcstats.com/fighter-details/77350fd0e6d1dba8
Dylan Andrews,Record: 18-7-0 (1 NC),"6' 1""",185 lbs.,"74""",Switch,"Nov 15, 1979",2.21,50%,2.72,46%,,2.83,50%,57%,0.4,http://www.ufcstats.com/fighter-details/00debc804e2b1cd4
Vik Grujic,Record: 6-6-0,"5' 11""",170 lbs.,"73""",Orthodox,"Feb 06, 1977",2.24,48%,3.39,41%,,1.18,33%,26%,0.4,http://www.ufcstats.com/fighter-details/1e7483dbff40b84b
Alptekin Ozkilic,Record: 9-5-0,"5' 5""",125 lbs.,"65""",Orthodox,"Mar 27, 1986",3.81,32%,5.72,59%,,4.21,58%,75%,0.0,http://www.ufcstats.com/fighter-details/e18a19001a3f7c7d
Quinton Jackson,Record: 37-12-0,"6' 1""",205 lbs.,"73""",Orthodox,"Jun 20, 1978",3.25,54%,2.51,55%,,1.52,56%,73%,0.1,http://www.ufcstats.com/fighter-details/ffc088e64fab57e9
David Michaud,Record: 11-3-0,"5' 9""",155 lbs.,--,Orthodox,"Nov 10, 1988",3.25,43%,4.45,54%,,2.53,58%,77%,0.7,http://www.ufcstats.com/fighter-details/49f4b511932f71e9
Chris Clements,Record: 12-6-0 (1 NC),"5' 10""",170 lbs.,"70""",Orthodox,"Feb 09, 1976",3.2,49%,2.37,44%,,0.0,0%,32%,0.3,http://www.ufcstats.com/fighter-details/e5ecaf884b6da2bc
Jessica Rakoczy,Record: 1-5-0 (1 NC),"5' 7""",115 lbs.,--,Orthodox,"Apr 14, 1977",2.5,44%,3.55,64%,,0.75,20%,0%,0.8,http://www.ufcstats.com/fighter-details/ffdeb4fbea09ce75
Jimy Hettes,Record: 11-3-0,"5' 9""",145 lbs.,"71""",Southpaw,"Jun 09, 1987",3.47,57%,3.5,57%,,5.2,44%,61%,1.4,http://www.ufcstats.com/fighter-details/893d51aaf024eddd
Mirko Filipovic,Record: 35-11-2 (1 NC),"6' 2""",230 lbs.,"73""",Southpaw,"Sep 10, 1974",2.11,50%,1.89,63%,,0.19,40%,78%,0.3,http://www.ufcstats.com/fighter-details/c32fb8c0f6471a4d
Seth Baczynski,Record: 20-14-0,"6' 3""",170 lbs.,"75""",Orthodox,"Oct 26, 1981",3.08,31%,3.14,51%,,0.89,16%,48%,0.8,http://www.ufcstats.com/fighter-details/fd5b6598a3b70c0a
Izabela Badurek,Record: 6-3-0,"5' 5""",115 lbs.,--,Orthodox,"Jul 11, 1991",3.74,71%,4.9,32%,,1.75,12%,100%,0.0,http://www.ufcstats.com/fighter-details/4fcf6e0c4e0e6664
Marcin Bandel,Record: 15-7-0,"5' 10""",155 lbs.,--,Orthodox,"Oct 10, 1989",0.79,50%,5.26,23%,,0.0,0%,0%,0.0,http://www.ufcstats.com/fighter-details/5c2ce761399dc9c5
Rocky Lee,Record: 3-2-0,"5' 9""",145 lbs.,--,Orthodox,"Apr 08, 1987",2.47,51%,5.33,44%,,1.0,10%,33%,0.0,http://www.ufcstats.com/fighter-details/0d1c163b206e8c5f
Robert Peralta,Record: 18-8-0 (1 NC),"5' 8""",145 lbs.,"71""",Orthodox,"Mar 14, 1986",3.76,44%,2.97,53%,,0.59,66%,65%,0.0,http://www.ufcstats.com/fighter-details/960d6cae8879ba2b
Justin Jones,Record: 9-2-0,"5' 11""",185 lbs.,--,Orthodox,"Sep 06, 1987",1.7,36%,3.17,45%,,1.0,15%,46%,0.5,http://www.ufcstats.com/fighter-details/9b75954db8db2a08
Josh Koscheck,Record: 17-11-0,"5' 10""",170 lbs.,"73""",Orthodox,"Nov 30, 1977",1.79,36%,2.27,63%,,2.46,48%,64%,0.4,http://www.ufcstats.com/fighter-details/dd37fd509af89f15
Shayna Baszler,Record: 15-11-0,"5' 7""",135 lbs.,--,Orthodox,"Aug 08, 1980",2.49,30%,6.36,51%,,0.67,18%,44%,1.3,http://www.ufcstats.com/fighter-details/8ef4a91ac694b7ce
Cain Carrizosa,Record: 10-3-0,"5' 8""",155 lbs.,--,Orthodox,"Jul 22, 1986",2.72,42%,5.8,51%,,0.0,0%,14%,0.0,http://www.ufcstats.com/fighter-details/064b7dc68d786254
Jorge de Oliveira,Record: 9-2-0,"5' 8""",155 lbs.,--,Orthodox,"Jan 22, 1980",1.26,31%,4.84,48%,,0.0,0%,22%,0.0,http://www.ufcstats.com/fighter-details/ddf3e0ea10ea6d8c
Bentley Syler,Record: 5-1-0,"5' 4""",125 lbs.,--,Orthodox,"Dec 22, 1982",1.3,18%,1.73,79%,,0.0,0%,75%,0.0,http://www.ufcstats.com/fighter-details/abd2109bc4cb0291
Roger Narvaez,Record: 8-3-0,"6' 3""",185 lbs.,--,Southpaw,"Sep 09, 1983",2.12,37%,3.32,64%,,0.0,0%,50%,0.9,http://www.ufcstats.com/fighter-details/3a12a2f096a6d975
Josh Copeland,Record: 12-4-0,"6' 1""",265 lbs.,--,Orthodox,"Oct 20, 1982",1.03,31%,3.01,55%,,0.0,0%,57%,0.0,http://www.ufcstats.com/fighter-details/3aa794cbe1e3484b
Jake Lindsey,Record: 12-7-0,"5' 11""",155 lbs.,--,Switch,"Jun 21, 1986",3.44,52%,4.01,46%,,0.65,33%,50%,0.0,http://www.ufcstats.com/fighter-details/33e00249ef08d3a4
Larissa Pacheco,Record: 10-2-0,"5' 7""",135 lbs.,--,Orthodox,"Sep 07, 1994",1.21,19%,4.14,55%,,0.0,0%,0%,0.0,http://www.ufcstats.com/fighter-details/16b89be2f5c16fba
Norifumi Yamamoto,Record: 18-6-0 (2 NC),"5' 4""",135 lbs.,"66""",Southpaw,"Mar 15, 1977",2.09,45%,2.01,57%,,0.41,22%,45%,0.0,http://www.ufcstats.com/fighter-details/4834ff149dc9542a
Ruan Potts,Record: 11-6-0,"6' 2""",247 lbs.,"75""",Orthodox,"Feb 23, 1978",0.85,37%,5.92,22%,,0.75,16%,33%,2.3,http://www.ufcstats.com/fighter-details/7e208569469c8bc8
Alex Torres,Record: 5-4-0,"5' 10""",145 lbs.,--,Orthodox,"May 29, 1988",2.47,37%,2.73,69%,,2.0,22%,50%,0.0,http://www.ufcstats.com/fighter-details/e4e0f310b3cf23a8
William Macario,Record: 9-3-0,"5' 11""",170 lbs.,"75""",Orthodox,"Jul 01, 1991",4.92,54%,3.96,65%,,1.85,45%,78%,0.0,http://www.ufcstats.com/fighter-details/ed74afc8b5b47a61
Josh Shockley,Record: 11-4-0,"6' 1""",155 lbs.,--,Orthodox,"Nov 15, 1989",1.4,33%,1.75,60%,,0.0,0%,61%,0.8,http://www.ufcstats.com/fighter-details/1d36f1ac66cf689d
Patrick Walsh,Record: 10-3-0,"5' 11""",185 lbs.,--,,"Nov 28, 1988",2.03,19%,2.83,64%,,3.0,54%,100%,1.5,http://www.ufcstats.com/fighter-details/b4c96c3d9139bf0e
Rodrigo de Lima,Record: 8-3-1,"5' 7""",155 lbs.,--,Orthodox,"Mar 12, 1991",1.29,33%,5.5,32%,,2.66,36%,0%,1.3,http://www.ufcstats.com/fighter-details/a4dc47001f202bcd
Ian McCall,Record: 13-5-1,"5' 5""",125 lbs.,"64""",Orthodox,"May 07, 1984",3.59,39%,3.25,67%,,2.08,30%,88%,0.0,http://www.ufcstats.com/fighter-details/701e057d63c124d9
Richardson Moreira,Record: 7-4-0,"6' 2""",185 lbs.,--,Orthodox,"Mar 31, 1984",1.17,28%,1.83,67%,,0.0,0%,100%,0.0,http://www.ufcstats.com/fighter-details/9147679e1a4ad4a3
Andy Enz,Record: 10-4-0,"6' 3""",185 lbs.,"78""",Orthodox,"Aug 15, 1991",3.51,23%,5.32,57%,,0.0,0%,58%,0.0,http://www.ufcstats.com/fighter-details/993d385f5a475375
Phil Davis,Record: 17-4-0 (1 NC),"6' 2""",205 lbs.,"79""",Orthodox,"Sep 25, 1984",2.85,34%,1.33,72%,,2.99,38%,72%,0.6,http://www.ufcstats.com/fighter-details/902ab9197b83d0db
Akira Corassani,Record: 12-6-0 (1 NC),"5' 8""",145 lbs.,"68""",Orthodox,"Aug 27, 1982",3.25,45%,4.91,50%,,0.7,28%,86%,0.0,http://www.ufcstats.com/fighter-details/3f52ce18fb98008f
Andy Ogle,Record: 9-6-0,"5' 8""",145 lbs.,"69""",Orthodox,"Feb 16, 1989",2.24,44%,2.23,50%,,1.44,26%,58%,0.0,http://www.ufcstats.com/fighter-details/b6c4451cb13c9303
Stanislav Nedkov,Record: 12-2-0 (1 NC),"5' 11""",205 lbs.,"71""",Orthodox,"Dec 09, 1981",3.33,43%,5.39,43%,,2.77,41%,0%,0.0,http://www.ufcstats.com/fighter-details/1d4bbaabd8b60173
Shane Howell,Record: 13-10-0,"5' 8""",125 lbs.,--,Orthodox,"Nov 28, 1983",1.27,32%,2.55,42%,,0.0,0%,20%,0.0,http://www.ufcstats.com/fighter-details/a7de976620f2ed13
Matt Van Buren,Record: 7-6-0,"6' 5""",205 lbs.,--,,"Jun 12, 1986",7.73,45%,6.82,49%,,0.0,0%,50%,0.0,http://www.ufcstats.com/fighter-details/7b39035fae7268b8
Tateki Matsuda,Record: 13-8-0,"5' 7""",125 lbs.,--,Orthodox,"Feb 27, 1986",3.2,34%,3.43,69%,,0.0,0%,16%,0.0,http://www.ufcstats.com/fighter-details/3a524c6700addc24
Louis Gaudinot,Record: 8-4-0 (1 NC),"5' 3""",125 lbs.,"63""",Orthodox,"Aug 28, 1984",2.34,37%,6.42,48%,,0.57,40%,31%,1.1,http://www.ufcstats.com/fighter-details/b72a60a0cadff408
Rodrigo Damm,Record: 13-9-0,"5' 7""",155 lbs.,"71""",Orthodox,"Feb 03, 1980",3.5,36%,5.61,57%,,0.44,16%,80%,0.3,http://www.ufcstats.com/fighter-details/a20d7dfaba74c067
Mats Nilsson,Record: 11-4-1,"6' 1""",170 lbs.,--,Orthodox,"Dec 05, 1983",2.99,39%,5.62,63%,,3.87,83%,44%,2.3,http://www.ufcstats.com/fighter-details/a9bcf8717dd12532
Alexis Dufresne,Record: 6-3-0,"5' 9""",135 lbs.,--,Orthodox,"Aug 31, 1990",1.33,27%,3.33,60%,,1.5,50%,50%,0.0,http://www.ufcstats.com/fighter-details/4ae4049426e0161d
Mike Rhodes,Record: 10-5-0,"6' 1""",170 lbs.,"74""",Orthodox,"Dec 04, 1989",3.2,39%,4.13,64%,,0.96,33%,75%,0.5,http://www.ufcstats.com/fighter-details/b7ad576b8ae115e6
